RespondentID,Have you seen any of the 6 films in the Star Wars franchise?,Do you consider yourself to be a fan of the Star Wars film franchise?,Watched|Movie1,Watched|Movie2,Watched|Movie3,Watched|Movie4,Watched|Movie5,Watched|Movie6,Rank|Movie1,Rank|Movie2,Rank|Movie3,Rank|Movie4,Rank|Movie5,Rank|Movie6,Familiarity|Han Solo,Familiarity|Luke Skywalker,Familiarity|Princess Leia Organa,Familiarity|Anakin Skywalker,Familiarity|Obi Wan Kenobi,Familiarity|Emperor Palpatine,Familiarity|Darth Vader,Familiarity|Lando Calrissian,Familiarity|Boba Fett,Familiarity|C-3P0,Familiarity|R2 D2,Familiarity|Jar Jar Binks,Familiarity|Padme Amidala,Familiarity|Yoda,Which character shot first?,Are you familiar with the Expanded Universe?,Do you consider yourself to be a fan of the Expanded Universe?ξ,Do you consider yourself to be a fan of the Star Trek franchise?,Gender,Age,Household Income,Education,Location (Census Region)
3290269777.0,YES,NO,True,True,True,True,True,True,5.0,3.0,6.0,4.0,1.0,2.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,GREEDO,YES,NO,NO,FEMALE,> 60,"$50,000 - $99,999",GRADUATE DEGREE,MOUNTAIN
3290266084.0,YES,YES,True,True,True,True,True,True,2.0,3.0,6.0,1.0,4.0,5.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),,VERY FAVORABLY,VERY FAVORABLY,,,VERY UNFAVORABLY,I DON'T UNDERSTAND THIS QUESTION,NO,,YES,MALE,> 60,,GRADUATE DEGREE,WEST SOUTH CENTRAL
3290262568.0,YES,NO,True,True,True,True,True,True,1.0,4.0,5.0,6.0,2.0,3.0,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),I DON'T UNDERSTAND THIS QUESTION,NO,,NO,MALE,45-60,"$25,000 - $49,999",GRADUATE DEGREE,EAST NORTH CENTRAL
3290257673.0,YES,NO,True,True,True,True,True,True,3.0,4.0,6.0,5.0,1.0,2.0,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),SOMEWHAT UNFAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),SOMEWHAT FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),SOMEWHAT UNFAVORABLY,I DON'T UNDERSTAND THIS QUESTION,NO,,NO,MALE,45-60,"$50,000 - $99,999",SOME COLLEGE OR ASSOCIATE DEGREE,EAST NORTH CENTRAL
3290227264.0,YES,YES,True,True,True,True,True,True,5.0,3.0,6.0,4.0,1.0,2.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY UNFAVORABLY,VERY UNFAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),SOMEWHAT UNFAVORABLY,VERY FAVORABLY,VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),SOMEWHAT UNFAVORABLY,VERY FAVORABLY,HAN,NO,,YES,MALE,45-60,"$50,000 - $99,999",SOME COLLEGE OR ASSOCIATE DEGREE,SOUTH ATLANTIC
3290223393.0,YES,YES,True,True,True,True,True,True,2.0,3.0,5.0,4.0,1.0,6.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,I DON'T UNDERSTAND THIS QUESTION,NO,,YES,FEMALE,> 60,"$25,000 - $49,999",SOME COLLEGE OR ASSOCIATE DEGREE,MIDDLE ATLANTIC
3290216970.0,YES,YES,True,True,True,True,True,True,5.0,6.0,4.0,2.0,1.0,3.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT UNFAVORABLY,VERY FAVORABLY,VERY UNFAVORABLY,SOMEWHAT FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT UNFAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,HAN,NO,,NO,FEMALE,18-29,"$0 - $24,999",BACHELOR DEGREE,NEW ENGLAND
3290213089.0,YES,YES,True,True,True,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT UNFAVORABLY,VERY FAVORABLY,SOMEWHAT UNFAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,UNFAMILIAR (N/A),SOMEWHAT UNFAVORABLY,SOMEWHAT FAVORABLY,HAN,YES,NO,NO,MALE,45-60,"$25,000 - $49,999",BACHELOR DEGREE,EAST NORTH CENTRAL
3290210801.0,YES,YES,True,True,True,True,True,True,4.0,5.0,6.0,3.0,1.0,2.0,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT UNFAVORABLY,VERY FAVORABLY,VERY FAVORABLY,HAN,YES,NO,YES,MALE,45-60,,GRADUATE DEGREE,WEST NORTH CENTRAL
3290209744.0,YES,YES,True,True,True,True,True,True,6.0,5.0,4.0,2.0,1.0,3.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY UNFAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT UNFAVORABLY,SOMEWHAT UNFAVORABLY,VERY UNFAVORABLY,SOMEWHAT UNFAVORABLY,SOMEWHAT FAVORABLY,HAN,YES,YES,YES,MALE,18-29,"$50,000 - $99,999",SOME COLLEGE OR ASSOCIATE DEGREE,SOUTH ATLANTIC
3290203063.0,YES,YES,True,True,True,True,True,True,2.0,3.0,4.0,6.0,5.0,1.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY UNFAVORABLY,VERY UNFAVORABLY,VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,I DON'T UNDERSTAND THIS QUESTION,NO,,YES,MALE,45-60,"$150,000+",BACHELOR DEGREE,NEW ENGLAND
3290188213.0,YES,YES,True,True,True,True,True,True,2.0,5.0,6.0,4.0,1.0,3.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY UNFAVORABLY,VERY FAVORABLY,VERY UNFAVORABLY,SOMEWHAT UNFAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY UNFAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,HAN,YES,YES,YES,MALE,18-29,,BACHELOR DEGREE,EAST SOUTH CENTRAL
3290176563.0,YES,YES,True,True,True,True,True,True,4.0,1.0,5.0,6.0,3.0,2.0,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT UNFAVORABLY,SOMEWHAT UNFAVORABLY,VERY FAVORABLY,UNFAMILIAR (N/A),VERY FAVORABLY,UNFAMILIAR (N/A),VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),SOMEWHAT FAVORABLY,VERY FAVORABLY,HAN,YES,NO,YES,FEMALE,18-29,"$50,000 - $99,999",SOME COLLEGE OR ASSOCIATE DEGREE,PACIFIC
3290173775.0,YES,YES,True,True,True,True,True,True,1.0,2.0,3.0,4.0,5.0,6.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,HAN,YES,YES,YES,FEMALE,> 60,"$50,000 - $99,999",SOME COLLEGE OR ASSOCIATE DEGREE,WEST NORTH CENTRAL
3290173176.0,YES,YES,True,True,True,True,True,True,6.0,5.0,4.0,2.0,1.0,3.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY UNFAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,VERY UNFAVORABLY,VERY UNFAVORABLY,SOMEWHAT FAVORABLY,HAN,YES,NO,NO,MALE,18-29,"$25,000 - $49,999",GRADUATE DEGREE,SOUTH ATLANTIC
3290157529.0,YES,YES,True,True,True,True,True,True,2.0,1.0,3.0,4.0,5.0,6.0,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY UNFAVORABLY,SOMEWHAT UNFAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY UNFAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,I DON'T UNDERSTAND THIS QUESTION,NO,,YES,FEMALE,18-29,"$100,000 - $149,999",BACHELOR DEGREE,PACIFIC
3290149698.0,YES,YES,True,True,True,True,True,True,5.0,4.0,6.0,3.0,2.0,1.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,,,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,GREEDO,NO,,NO,FEMALE,30-44,"$0 - $24,999",GRADUATE DEGREE,SOUTH ATLANTIC
3290145517.0,YES,YES,True,True,True,True,True,True,4.0,6.0,5.0,1.0,2.0,3.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,UNFAMILIAR (N/A),UNFAMILIAR (N/A),VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,I DON'T UNDERSTAND THIS QUESTION,NO,,YES,MALE,45-60,"$50,000 - $99,999",BACHELOR DEGREE,EAST NORTH CENTRAL
3290142232.0,YES,YES,True,True,True,True,True,True,4.0,6.0,1.0,2.0,5.0,3.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,VERY UNFAVORABLY,VERY FAVORABLY,VERY FAVORABLY,HAN,NO,,YES,MALE,18-29,"$50,000 - $99,999",BACHELOR DEGREE,MIDDLE ATLANTIC
3290137793.0,YES,YES,True,True,True,True,True,True,3.0,4.0,5.0,6.0,1.0,2.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,,VERY UNFAVORABLY,SOMEWHAT FAVORABLY,VERY UNFAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),SOMEWHAT FAVORABLY,VERY FAVORABLY,GREEDO,NO,,YES,FEMALE,> 60,,SOME COLLEGE OR ASSOCIATE DEGREE,EAST NORTH CENTRAL
3290125784.0,YES,YES,True,True,True,True,True,True,5.0,6.0,3.0,2.0,1.0,4.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY UNFAVORABLY,SOMEWHAT UNFAVORABLY,SOMEWHAT FAVORABLY,HAN,YES,NO,YES,MALE,30-44,"$50,000 - $99,999",SOME COLLEGE OR ASSOCIATE DEGREE,EAST NORTH CENTRAL
3290125550.0,YES,YES,True,True,True,True,True,True,6.0,1.0,3.0,2.0,4.0,5.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,HAN,YES,YES,NO,MALE,18-29,"$25,000 - $49,999",HIGH SCHOOL DEGREE,EAST NORTH CENTRAL
3290125357.0,YES,YES,True,True,True,True,True,True,6.0,4.0,5.0,1.0,2.0,3.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY UNFAVORABLY,VERY UNFAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT UNFAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,HAN,NO,,YES,MALE,30-44,"$50,000 - $99,999",HIGH SCHOOL DEGREE,MIDDLE ATLANTIC
3290099797.0,YES,YES,True,True,True,True,True,True,3.0,4.0,5.0,6.0,1.0,2.0,VERY FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT UNFAVORABLY,SOMEWHAT UNFAVORABLY,UNFAMILIAR (N/A),UNFAMILIAR (N/A),SOMEWHAT FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,GREEDO,NO,,NO,FEMALE,30-44,"$100,000 - $149,999",SOME COLLEGE OR ASSOCIATE DEGREE,NEW ENGLAND
3290070395.0,YES,NO,True,True,True,True,True,True,6.0,4.0,5.0,3.0,2.0,1.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,GREEDO,YES,NO,NO,FEMALE,> 60,"$50,000 - $99,999",SOME COLLEGE OR ASSOCIATE DEGREE,WEST SOUTH CENTRAL
3290068765.0,YES,YES,True,True,True,True,True,True,6.0,4.0,5.0,2.0,1.0,3.0,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,VERY UNFAVORABLY,SOMEWHAT FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),SOMEWHAT FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,SOMEWHAT FAVORABLY,GREEDO,YES,NO,YES,MALE,45-60,"$100,000 - $149,999",SOME COLLEGE OR ASSOCIATE DEGREE,SOUTH ATLANTIC
3290061815.0,YES,YES,True,True,True,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY UNFAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY UNFAVORABLY,SOMEWHAT FAVORABLY,VERY UNFAVORABLY,VERY UNFAVORABLY,VERY FAVORABLY,VERY FAVORABLY,HAN,NO,,YES,MALE,> 60,"$50,000 - $99,999",GRADUATE DEGREE,PACIFIC
3290058216.0,YES,YES,True,True,True,True,True,True,2.0,3.0,1.0,4.0,5.0,6.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),UNFAMILIAR (N/A),VERY FAVORABLY,UNFAMILIAR (N/A),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,I DON'T UNDERSTAND THIS QUESTION,NO,,NO,FEMALE,30-44,"$50,000 - $99,999",HIGH SCHOOL DEGREE,SOUTH ATLANTIC
3290048884.0,YES,YES,True,True,True,True,True,True,5.0,4.0,2.0,1.0,3.0,6.0,SOMEWHAT FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT UNFAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,HAN,YES,NO,NO,MALE,45-60,,SOME COLLEGE OR ASSOCIATE DEGREE,WEST SOUTH CENTRAL
3290047842.0,YES,YES,True,True,True,True,True,True,6.0,5.0,3.0,4.0,1.0,2.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY UNFAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,VERY UNFAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,GREEDO,NO,,YES,MALE,30-44,"$100,000 - $149,999",BACHELOR DEGREE,NEW ENGLAND
3290046627.0,YES,YES,True,True,True,True,True,True,6.0,5.0,4.0,3.0,2.0,1.0,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,SOMEWHAT UNFAVORABLY,VERY FAVORABLY,SOMEWHAT UNFAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY UNFAVORABLY,SOMEWHAT UNFAVORABLY,VERY FAVORABLY,HAN,YES,YES,YES,FEMALE,18-29,"$25,000 - $49,999",BACHELOR DEGREE,WEST SOUTH CENTRAL
3290024333.0,YES,YES,True,True,True,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,HAN,YES,YES,YES,MALE,> 60,"$25,000 - $49,999",SOME COLLEGE OR ASSOCIATE DEGREE,MOUNTAIN
3290018381.0,YES,YES,True,True,True,True,True,True,4.0,6.0,5.0,3.0,1.0,2.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY UNFAVORABLY,VERY UNFAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT UNFAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT UNFAVORABLY,VERY FAVORABLY,VERY FAVORABLY,HAN,NO,,YES,FEMALE,> 60,"$25,000 - $49,999",GRADUATE DEGREE,EAST NORTH CENTRAL
3290005674.0,YES,YES,True,True,True,True,True,True,1.0,2.0,3.0,5.0,6.0,4.0,SOMEWHAT FAVORABLY,VERY FAVORABLY,SOMEWHAT UNFAVORABLY,VERY UNFAVORABLY,SOMEWHAT UNFAVORABLY,VERY UNFAVORABLY,VERY UNFAVORABLY,VERY UNFAVORABLY,VERY UNFAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY UNFAVORABLY,SOMEWHAT UNFAVORABLY,GREEDO,YES,YES,YES,FEMALE,> 60,"$0 - $24,999",SOME COLLEGE OR ASSOCIATE DEGREE,MOUNTAIN
3290002601.0,YES,YES,True,True,True,True,True,True,2.0,6.0,3.0,1.0,5.0,4.0,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT UNFAVORABLY,VERY UNFAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,I DON'T UNDERSTAND THIS QUESTION,NO,,NO,FEMALE,18-29,"$0 - $24,999",GRADUATE DEGREE,EAST NORTH CENTRAL
3289997713.0,YES,YES,True,True,True,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),SOMEWHAT UNFAVORABLY,SOMEWHAT FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,I DON'T UNDERSTAND THIS QUESTION,NO,,YES,MALE,> 60,"$50,000 - $99,999",BACHELOR DEGREE,MOUNTAIN
3289997196.0,YES,YES,True,True,True,True,True,True,6.0,3.0,4.0,5.0,1.0,2.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY UNFAVORABLY,VERY UNFAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,VERY UNFAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,HAN,YES,YES,YES,MALE,45-60,,BACHELOR DEGREE,EAST NORTH CENTRAL
3289996800.0,YES,YES,True,True,True,True,True,True,4.0,3.0,5.0,2.0,6.0,1.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,UNFAMILIAR (N/A),SOMEWHAT UNFAVORABLY,SOMEWHAT FAVORABLY,VERY UNFAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY UNFAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,HAN,NO,,NO,FEMALE,18-29,"$0 - $24,999",BACHELOR DEGREE,NEW ENGLAND
3289996025.0,YES,YES,True,True,True,True,True,True,6.0,4.0,5.0,3.0,2.0,1.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY UNFAVORABLY,VERY FAVORABLY,VERY FAVORABLY,GREEDO,YES,YES,YES,FEMALE,30-44,"$100,000 - $149,999",GRADUATE DEGREE,PACIFIC
3289995352.0,YES,NO,True,True,True,True,True,True,2.0,3.0,4.0,5.0,1.0,6.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,GREEDO,YES,NO,NO,FEMALE,> 60,"$25,000 - $49,999",BACHELOR DEGREE,EAST SOUTH CENTRAL
3289988393.0,YES,NO,True,True,True,True,True,True,2.0,3.0,4.0,5.0,1.0,6.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,,VERY FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,GREEDO,YES,NO,NO,FEMALE,> 60,"$50,000 - $99,999",SOME COLLEGE OR ASSOCIATE DEGREE,PACIFIC
