RespondentID,Have you seen any of the 6 films in the Star Wars franchise?,Do you consider yourself to be a fan of the Star Wars film franchise?,Watched|Movie1,Watched|Movie2,Watched|Movie3,Watched|Movie4,Watched|Movie5,Watched|Movie6,Rank|Movie1,Rank|Movie2,Rank|Movie3,Rank|Movie4,Rank|Movie5,Rank|Movie6,Familiarity|Han Solo,Familiarity|Luke Skywalker,Familiarity|Princess Leia Organa,Familiarity|Anakin Skywalker,Familiarity|Obi Wan Kenobi,Familiarity|Emperor Palpatine,Familiarity|Darth Vader,Familiarity|Lando Calrissian,Familiarity|Boba Fett,Familiarity|C-3P0,Familiarity|R2 D2,Familiarity|Jar Jar Binks,Familiarity|Padme Amidala,Familiarity|Yoda,Which character shot first?,Are you familiar with the Expanded Universe?,Do you consider yourself to be a fan of the Expanded Universe?ξ,Do you consider yourself to be a fan of the Star Trek franchise?,Gender,Age,Household Income,Education,Location (Census Region)
3291075212.0,YES,YES,True,True,True,True,True,True,6.0,5.0,4.0,2.0,1.0,3.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT UNFAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY UNFAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,HAN,YES,NO,YES,MALE,30-44,"$100,000 - $149,999",SOME COLLEGE OR ASSOCIATE DEGREE,EAST SOUTH CENTRAL
3291063226.0,YES,YES,True,True,True,True,True,True,5.0,6.0,4.0,1.0,2.0,3.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY UNFAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY UNFAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT UNFAVORABLY,VERY UNFAVORABLY,VERY FAVORABLY,GREEDO,NO,,NO,FEMALE,18-29,"$150,000+",BACHELOR DEGREE,PACIFIC
3291056296.0,YES,YES,True,True,True,True,True,True,5.0,6.0,4.0,1.0,2.0,3.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,HAN,YES,YES,NO,FEMALE,18-29,"$25,000 - $49,999",SOME COLLEGE OR ASSOCIATE DEGREE,WEST NORTH CENTRAL
3291052728.0,YES,YES,True,True,True,True,True,True,5.0,6.0,4.0,1.0,2.0,3.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT UNFAVORABLY,VERY FAVORABLY,VERY UNFAVORABLY,VERY UNFAVORABLY,SOMEWHAT FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,HAN,YES,NO,YES,MALE,45-60,"$50,000 - $99,999",GRADUATE DEGREE,WEST SOUTH CENTRAL
3291051343.0,YES,YES,True,True,True,True,True,True,5.0,6.0,4.0,2.0,1.0,3.0,VERY FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,VERY UNFAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,HAN,NO,,YES,MALE,45-60,"$0 - $24,999",HIGH SCHOOL DEGREE,MIDDLE ATLANTIC
3291045360.0,YES,YES,True,True,True,True,True,True,6.0,5.0,4.0,1.0,3.0,2.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT UNFAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,GREEDO,NO,,YES,MALE,45-60,,GRADUATE DEGREE,EAST SOUTH CENTRAL
3291043176.0,YES,NO,True,True,True,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,VERY FAVORABLY,SOMEWHAT UNFAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT UNFAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT UNFAVORABLY,SOMEWHAT FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),SOMEWHAT FAVORABLY,GREEDO,NO,,NO,MALE,30-44,,SOME COLLEGE OR ASSOCIATE DEGREE,PACIFIC
3291042516.0,YES,NO,True,True,True,True,True,True,3.0,4.0,5.0,6.0,1.0,2.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,I DON'T UNDERSTAND THIS QUESTION,NO,,NO,FEMALE,45-60,"$100,000 - $149,999",BACHELOR DEGREE,PACIFIC
3291034202.0,YES,YES,True,True,True,True,True,True,6.0,5.0,4.0,2.0,1.0,3.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY UNFAVORABLY,VERY UNFAVORABLY,VERY FAVORABLY,HAN,NO,,NO,MALE,30-44,"$150,000+",BACHELOR DEGREE,MIDDLE ATLANTIC
3291028446.0,YES,YES,True,True,True,True,True,True,6.0,5.0,4.0,2.0,1.0,3.0,VERY FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,VERY UNFAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,SOMEWHAT FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),SOMEWHAT FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY UNFAVORABLY,VERY UNFAVORABLY,VERY FAVORABLY,HAN,YES,YES,NO,MALE,30-44,"$25,000 - $49,999",SOME COLLEGE OR ASSOCIATE DEGREE,SOUTH ATLANTIC
3291024297.0,YES,YES,True,True,True,True,True,True,6.0,5.0,4.0,2.0,1.0,3.0,VERY FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,,,VERY UNFAVORABLY,VERY UNFAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),SOMEWHAT UNFAVORABLY,VERY FAVORABLY,VERY FAVORABLY,VERY UNFAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),VERY FAVORABLY,HAN,NO,,YES,MALE,> 60,"$0 - $24,999",GRADUATE DEGREE,MIDDLE ATLANTIC
3291023456.0,YES,YES,True,True,True,True,True,True,6.0,2.0,1.0,4.0,5.0,3.0,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,VERY FAVORABLY,SOMEWHAT UNFAVORABLY,VERY FAVORABLY,NEITHER FAVORABLY NOR UNFAVORABLY (NEUTRAL),SOMEWHAT UNFAVORABLY,SOMEWHAT FAVORABLY,VERY FAVORABLY,UNFAMILIAR (N/A),VERY FAVORABLY,VERY FAVORABLY,HAN,YES,YES,YES,FEMALE,18-29,"$50,000 - $99,999",SOME COLLEGE OR ASSOCIATE DEGREE,WEST SOUTH CENTRAL
